Date,HomeTeam,AwayTeam,AvgBH,AvgBD,AvgBA,FTRn,FTR
11,Brighton,Burnley,1.8816666666666668,3.485,4.418333333333333,0,D
11,Southampton,Newcastle,2.0216666666666665,3.5866666666666673,3.6916666666666664,2,H
11,Everton,Man United,2.905,3.491666666666667,2.3983333333333334,-2,A
11,Crystal Palace,Leeds,2.926666666666667,3.3383333333333334,2.4783333333333335,3,H
11,Chelsea,Sheffield United,1.385,4.876666666666667,8.413333333333334,3,H
11,West Ham,Fulham,1.8266666666666669,3.7466666666666666,4.295000000000001,1,H
11,West Brom,Tottenham,6.555,4.335,1.5116666666666667,-1,A
11,Leicester,Wolves,2.3633333333333333,3.1333333333333333,3.283333333333333,1,H
11,Man City,Liverpool,1.9833333333333334,3.9999999999999996,3.4433333333333334,0,D
11,Arsenal,Aston Villa,1.6916666666666667,3.9600000000000004,4.953333333333333,-3,A
11,Newcastle,Chelsea,6.415,4.565,1.4866666666666666,-2,A
11,Aston Villa,Brighton,2.181666666666667,3.598333333333333,3.2133333333333334,-1,A
11,Tottenham,Man City,4.114999999999999,3.9683333333333333,1.8083333333333336,2,H
11,Man United,West Brom,1.3233333333333335,5.375,9.38,1,H
11,Fulham,Everton,3.9599999999999995,3.7849999999999997,1.8800000000000001,-1,A
11,Sheffield United,West Ham,3.0416666666666665,3.225,2.43,-1,A
11,Leeds,Arsenal,3.1099999999999994,3.6983333333333337,2.1999999999999997,0,D
11,Liverpool,Leicester,1.8866666666666667,3.8800000000000003,3.823333333333333,3,H
11,Burnley,Crystal Palace,2.7733333333333334,3.0433333333333334,2.7900000000000005,1,H
11,Wolves,Southampton,2.328333333333333,3.2066666666666666,3.26,0,D
11,Crystal Palace,Newcastle,2.138333333333333,3.1966666666666668,3.731666666666667,-2,A
11,Brighton,Liverpool,5.386666666666667,4.146666666666666,1.61,0,D
11,Man City,Burnley,1.1666666666666665,7.716666666666666,15.996666666666668,5,H
11,Everton,Leeds,2.0033333333333334,3.7183333333333333,3.573333333333334,-1,A
11,West Brom,Sheffield United,2.5933333333333333,3.1750000000000003,2.873333333333333,1,H
11,Southampton,Man United,3.84,3.526666666666667,1.9866666666666666,-1,A
11,Chelsea,Tottenham,2.09,3.518333333333333,3.5233333333333334,0,D
11,Arsenal,Wolves,2.105,3.2933333333333334,3.735,-1,A
11,Leicester,Fulham,1.5200000000000002,4.298333333333333,6.406666666666666,-1,A
11,West Ham,Aston Villa,2.2933333333333334,3.5400000000000005,3.0233333333333334,1,H
12,Burnley,Everton,4.073333333333333,3.4966666666666666,1.9383333333333332,0,D
12,Man City,Fulham,1.1116666666666666,9.871666666666668,21.771666666666665,2,H
12,West Ham,Man United,3.641666666666667,3.5400000000000005,2.0349999999999997,-2,A
12,Chelsea,Leeds,1.5283333333333335,4.461666666666667,5.906666666666666,2,H
12,West Brom,Crystal Palace,2.8766666666666665,3.188333333333333,2.5766666666666667,-4,A
12,Sheffield United,Leicester,3.8866666666666663,3.4899999999999998,1.9816666666666667,-1,A
12,Tottenham,Arsenal,1.9866666666666666,3.543333333333333,3.811666666666667,2,H
12,Liverpool,Wolves,1.515,4.218333333333334,6.736666666666667,4,H
